risk_qid,b0_intercept,b1_risk,b2_pcha,b3_interaction,predicted_ppd_highrisk_lowpcha,predicted_ppd_highrisk_highpcha,ppd_reduction_pp,n
QUO197,12.722279965161423,0.8107724271582694,-0.9888655725204892,-0.3818555896758359,14.903773554516016,12.16233123012337,2.741442324392647,188
QUO210,12.712722415198487,1.0768383508290027,-0.7526856209027322,-0.37348972906719924,14.915736115997419,12.663385416057558,2.2523506999398606,188
